0.5,-74.5,0
1.5,-74.5,0
2.5,-74.5,0
3.5,-74.5,0
4.5,-74.5,0
5.5,-74.5,0
6.5,-74.5,0
7.5,-74.5,0
8.5,-74.5,0
9.5,-74.5,0
10.5,-74.5,0
11.5,-74.5,0
12.5,-74.5,0
13.5,-74.5,0
14.5,-74.5,0
15.5,-74.5,0
16.5,-74.5,0
17.5,-74.5,0
18.5,-74.5,0
19.5,-74.5,0
20.5,-74.5,0
21.5,-74.5,0
22.5,-74.5,0
23.5,-74.5,0
24.5,-74.5,0
25.5,-74.5,0
26.5,-74.5,0
27.5,-74.5,0
28.5,-74.5,0
29.5,-74.5,0
30.5,-74.5,0
31.5,-74.5,0
32.5,-74.5,0
33.5,-74.5,0
34.5,-74.5,0
35.5,-74.5,0
36.5,-74.5,0
37.5,-74.5,0
38.5,-74.5,0
39.5,-74.5,0
40.5,-74.5,0
41.5,-74.5,0
42.5,-74.5,0
43.5,-74.5,0
44.5,-74.5,0
45.5,-74.5,0
46.5,-74.5,0
47.5,-74.5,0
48.5,-74.5,0
49.5,-74.5,0
50.5,-74.5,0
51.5,-74.5,0
52.5,-74.5,0
53.5,-74.5,0
54.5,-74.5,0
55.5,-74.5,0
56.5,-74.5,0
57.5,-74.5,0
58.5,-74.5,0
59.5,-74.5,0
60.5,-74.5,0
61.5,-74.5,0
62.5,-74.5,0
63.5,-74.5,0
64.5,-74.5,0
65.5,-74.5,0
66.5,-74.5,0
67.5,-74.5,0
68.5,-74.5,0
69.5,-74.5,0
70.5,-74.5,0
71.5,-74.5,0
72.5,-74.5,0
73.5,-74.5,0
74.5,-74.5,0
75.5,-74.5,0
76.5,-74.5,0
77.5,-74.5,0
78.5,-74.5,0
79.5,-74.5,0
80.5,-74.5,0
81.5,-74.5,0
82.5,-74.5,0
83.5,-74.5,0
84.5,-74.5,0
85.5,-74.5,0
86.5,-74.5,0
87.5,-74.5,0
88.5,-74.5,0
89.5,-74.5,0
90.5,-74.5,0
91.5,-74.5,0
92.5,-74.5,0
93.5,-74.5,0
94.5,-74.5,0
95.5,-74.5,0
96.5,-74.5,0
97.5,-74.5,0
98.5,-74.5,0
99.5,-74.5,0
100.5,-74.5,0
101.5,-74.5,0
102.5,-74.5,0
103.5,-74.5,0
104.5,-74.5,0
105.5,-74.5,0
106.5,-74.5,0
107.5,-74.5,0
108.5,-74.5,0
109.5,-74.5,0
110.5,-74.5,0
111.5,-74.5,0
112.5,-74.5,0
113.5,-74.5,0
114.5,-74.5,0
115.5,-74.5,0
116.5,-74.5,0
117.5,-74.5,0
118.5,-74.5,0
119.5,-74.5,0
120.5,-74.5,0
121.5,-74.5,0
122.5,-74.5,0
123.5,-74.5,0
124.5,-74.5,0
125.5,-74.5,0
126.5,-74.5,0
127.5,-74.5,0
128.5,-74.5,0
129.5,-74.5,0
130.5,-74.5,0
131.5,-74.5,0
